timestamp,angle,rep_count,feedback
1751546082.1715674,179.8142458758455,0,
1751546082.2324758,179.45155150678158,0,
1751546082.2674072,179.8028852515585,0,
1751546082.303665,178.9162893221298,0,
1751546082.344644,178.8884256629774,0,
1751546082.3729575,177.05392589276215,0,
1751546082.41029,178.71220197285314,0,
1751546082.4502857,179.12931314828722,0,
1751546082.4947317,178.6262988054319,0,
1751546082.5492787,177.29002652541996,0,
1751546082.5950556,178.0062847492167,0,
1751546082.6307476,178.02872487109923,0,
1751546082.6796768,178.30963581946426,0,
1751546082.7292836,177.28591031576067,0,
1751546082.7873745,177.5932147001145,0,
1751546082.8388698,177.51419670265167,0,
1751546082.8852794,178.23130039804664,0,
1751546082.9380665,178.48270310946472,0,
1751546082.9808764,178.295997386451,0,
1751546083.0337517,178.55523494471245,0,
1751546083.090604,179.9599266268559,0,
1751546083.1374688,179.32712583619252,0,
1751546083.1897445,179.47161586280455,0,
1751546083.233855,179.94217848434138,0,
1751546083.2764366,179.2476408070156,0,
1751546083.3258197,179.39396280755528,0,
1751546083.371926,178.4633219461542,0,
1751546083.4257255,178.34919965646586,0,
1751546083.4663327,178.2140950800293,0,
1751546083.51186,177.5073991059349,0,
1751546083.5785506,177.0000222259652,0,
1751546083.623824,177.16916457288625,0,
1751546083.6745331,177.20324083707138,0,
1751546083.7280977,178.2583493524669,0,
1751546083.7729833,178.9008670386761,0,
1751546083.8148413,178.9593143169414,0,
1751546083.872033,179.91268450756206,0,
1751546083.9145572,179.21926177684713,0,
1751546083.9810224,179.1524686904608,0,
1751546084.0337658,173.38635114154627,0,
1751546084.0728443,174.9646475222721,0,
1751546084.111532,173.70236227395657,0,
1751546084.155197,177.47040638269885,0,
1751546084.2053096,177.34323855577338,0,
1751546084.2632766,177.06979901814393,0,
1751546084.3235006,178.1099056098243,0,
1751546084.381153,171.72556268826534,0,
1751546084.4190593,174.00312466210275,0,
1751546084.4715178,175.03420187160086,0,
1751546084.505792,175.09519613268668,0,
1751546084.547522,174.97419284571916,0,
1751546084.606173,175.24653725438336,0,
1751546084.66312,177.05065126386364,0,
1751546084.6975644,178.5726706988045,0,
1751546084.7467752,178.7384879458574,0,
1751546084.7891712,178.8529546101544,0,
1751546084.8248801,179.01501684631836,0,
1751546084.8582187,178.7371609594683,0,
1751546084.9003375,179.08986582289526,0,
1751546084.9463317,179.18320595371395,0,
1751546084.988062,178.84278399674395,0,
1751546085.0326197,179.6863687390843,0,
1751546085.0831075,179.9283339439904,0,
1751546085.1221075,179.9721275317616,0,
1751546085.1491354,179.96719088884936,0,
1751546085.1908972,179.82552430725,0,
1751546085.2228153,179.73833084926522,0,
1751546085.2689185,179.49310607682474,0,
1751546085.3113995,179.89595099376336,0,
1751546085.3455174,179.3561178020682,0,
1751546085.379153,178.89583404786597,0,
1751546085.406249,178.506445401945,0,
1751546085.4560955,178.6657591876225,0,
1751546085.4893534,178.8837103131067,0,
1751546085.5403216,179.38566487899166,0,
1751546085.581099,179.63428389249097,0,
1751546085.614452,178.15076158772374,0,
1751546085.6568844,178.21641514028616,0,
1751546085.7052891,177.93402922463306,0,
1751546085.760023,172.65993922839297,0,
1751546085.7946718,175.08833899253705,0,
1751546085.8417492,176.85570384823356,0,
1751546085.8806891,176.12824679448786,0,
1751546085.9077156,173.83198909632932,0,
1751546086.2334583,88.21497858859179,0,
1751546086.2771258,127.95579375238736,0,
1751546086.3178957,153.54954639239546,0,
1751546086.3708513,159.74355454422067,0,
1751546086.415168,169.78025046410298,0,
1751546086.8983636,103.88895902698083,0,
1751546086.9410188,144.1496383261533,0,
1751546087.3185227,151.6936080274238,0,
1751546087.3564415,101.57872005202077,0,
1751546087.3908398,154.26173793000612,0,
1751546087.5024576,178.62497340853955,0,
1751546087.548876,178.88865882438668,0,
1751546087.5831826,179.473498976648,0,
1751546087.6181953,179.77748709655145,0,
1751546087.648913,179.33808911920977,0,
1751546087.6996076,179.36360335939494,0,
1751546087.7252128,179.46237688842757,0,
1751546087.7671285,179.90122576271767,0,
1751546087.80862,179.75973962434568,0,
1751546087.8648367,179.7398482443772,0,
1751546087.8942642,179.81256539768052,0,
1751546087.9339964,179.8656708772338,0,
1751546087.9606767,179.85775946322715,0,
1751546088.0069005,179.83636357440525,0,
1751546088.0456347,178.98694230657446,0,
1751546088.0722933,179.7520302586059,0,
1751546088.1100392,179.81254919068937,0,
1751546088.145987,179.67849079131858,0,
1751546088.1808133,179.95055462763017,0,
1751546088.2255027,179.61931368267292,0,
1751546088.2597442,178.82591122116304,0,
1751546088.3045778,179.28512962518545,0,
1751546088.3509064,179.14580821868842,0,
1751546088.3941023,179.3886811111113,0,
1751546088.436435,179.77970135580023,0,
1751546088.4801211,179.97156971711743,0,
1751546088.5344098,179.9832078867745,0,
1751546088.571653,179.81608932240084,0,
