timestamp,angle,rep_count,feedback
1751546088.617055,179.87014304653854,0,
1751546088.6509767,179.2795627849788,0,
1751546088.6846066,178.94938904320003,0,
1751546088.7261484,179.0148402235576,0,
1751546088.7591925,178.4271793746923,0,
1751546088.7943687,178.5992700841224,0,
1751546088.8474138,178.86456660643213,0,
1751546088.881579,178.41288043682226,0,
1751546088.9332097,178.98987899202984,0,
1751546088.9653566,179.29254580435514,0,
1751546089.0056036,179.24152835931196,0,
1751546089.0517273,179.9209256103107,0,
1751546089.0998378,179.73908648079785,0,
1751546089.1413922,179.29624541601666,0,
1751546089.1759996,179.61802299531894,0,
1751546089.203844,178.57360343116864,0,
1751546089.2524633,178.4152140565678,0,
1751546089.2900944,178.37729176752754,0,
1751546089.3435903,178.2270701765782,0,
1751546089.3763638,177.6699657236101,0,
1751546089.4132423,177.6751265760603,0,
1751546089.4647648,177.52948533706498,0,
1751546089.485537,177.73963393000076,0,
1751546089.5320323,178.0738310995042,0,
1751546089.5770934,178.19277881885952,0,
1751546089.60687,178.21496028041614,0,
1751546089.6419108,178.24727637472094,0,
1751546089.6770053,178.22969523279278,0,
1751546089.7177207,179.07456795163424,0,
1751546089.760368,178.65607251876276,0,
1751546089.7938218,178.85599468399337,0,
1751546089.8288708,178.80882613044278,0,
1751546089.8727043,179.7027309593327,0,
1751546089.9139163,179.2443905356754,0,
1751546089.9563916,179.33953381241986,0,
1751546090.0021546,179.49004619858184,0,
1751546090.0564728,179.77104355021467,0,
1751546090.0835304,179.76566797398053,0,
1751546090.1166706,179.8353866445684,0,
1751546090.1602829,179.6177280721721,0,
1751546090.2018325,178.4562994009746,0,
1751546090.2279725,178.1537759122941,0,
1751546090.271062,178.31288959357352,0,
1751546090.3134966,177.44940111878648,0,
1751546090.3635998,177.04047560115916,0,
1751546090.4098647,178.91795996731645,0,
1751546090.4726858,178.72206130805995,0,
1751546090.511027,178.7885039976192,0,
1751546090.5441658,179.1090353987143,0,
1751546090.5862832,178.6180137290181,0,
1751546090.618516,178.9225861570559,0,
1751546090.6639485,179.63587867704095,0,
1751546090.6965814,178.46038607835894,0,
1751546090.7300823,178.40232140293986,0,
1751546090.7748172,178.38597675695223,0,
1751546090.8086836,178.3310559180596,0,
1751546090.8557034,178.7178129663572,0,
1751546090.905171,179.11047965816095,0,
1751546090.9444163,178.86914531894655,0,
1751546090.9953945,179.42021569528487,0,
1751546091.0266154,179.82619670509558,0,
1751546091.0781903,179.57180361033153,0,
1751546091.1110861,179.1376978056992,0,
1751546091.1560824,178.9885112002673,0,
1751546091.1948307,178.85754441444655,0,
1751546091.2280564,178.857509863353,0,
1751546091.26345,179.09566269206687,0,
1751546091.2984757,179.05855695413138,0,
1751546091.3272486,179.07961855273422,0,
1751546091.3615127,179.67574194000812,0,
1751546091.4029322,179.97454621676022,0,
1751546091.4616203,179.91533805231578,0,
1751546091.4965837,179.8073447542615,0,
1751546091.5424073,179.1488948941861,0,
1751546091.591035,178.90397849530893,0,
1751546091.6277473,178.9005315296799,0,
1751546091.6628416,178.98312522306503,0,
1751546091.717465,178.96706273035292,0,
1751546091.7473705,179.32375208882536,0,
1751546091.7908502,179.93848886610888,0,
1751546091.8171787,179.93494881637164,0,
1751546091.8588958,179.95532898310006,0,
1751546091.9088328,179.7746506341065,0,
1751546096.7098327,179.8984365255867,0,Good posture
1751546096.7496822,179.38827649463695,0,Good posture
1751546096.7997792,176.95335290190522,0,Good posture
1751546096.8494563,175.22989449874132,0,Good posture
1751546096.8848617,175.98265955011328,0,Good posture
1751546096.9337425,176.7142982401932,0,Good posture
1751546096.9698396,177.29300253213015,0,Good posture
1751546097.0044305,177.99383120116676,0,Good posture
1751546097.0570402,177.7193821200803,0,Good posture
1751546097.100062,178.1053391954874,0,Good posture
1751546097.1496003,178.35545821763336,0,Good posture
1751546097.1945024,178.66769667761264,0,Good posture
1751546097.232186,178.49676600817406,0,Good posture
1751546097.2676873,178.4815867458324,0,Good posture
1751546097.3304117,178.32507213649515,0,Good posture
1751546097.3736408,178.43083666398618,0,Good posture
1751546097.410745,178.84793254791117,0,Good posture
1751546097.4582555,178.8102594801894,0,Good posture
1751546097.5101912,179.60056822509569,0,Good posture
1751546097.5459678,179.44062643187115,0,Good posture
1751546097.6028566,179.44961886338794,0,Good posture
1751546097.6684844,179.30184842244785,0,Good posture
1751546097.7067568,179.2156231522273,0,Good posture
1751546097.7466762,179.28049747497724,0,Good posture
1751546097.7863114,179.01946517350362,0,Good posture
1751546097.8273237,178.65660525307067,0,Good posture
1751546097.8541226,178.43735838128757,0,Good posture
1751546097.899628,178.70770368969363,0,Good posture
1751546097.9481177,179.16867371004173,0,Good posture
1751546097.9914792,178.82794189048153,0,Good posture
1751546098.0382323,179.01053283820147,0,Good posture
1751546098.0864496,179.47598294318362,0,Good posture
1751546098.1138906,179.21897002300128,0,Good posture
1751546098.15802,178.807217531639,0,Good posture
1751546098.191787,177.79115150576467,0,Good posture
1751546098.2303903,179.77245459033156,0,Good posture
1751546098.2804482,179.76906937377956,0,Good posture
1751546098.3007255,179.8771042256654,0,Good posture
1751546098.357691,179.1492838703396,0,Good posture
1751546098.3921566,178.99451345901275,0,Good posture
1751546098.4186187,178.44341563757783,0,Good posture
1751546098.4578242,177.83653971315434,0,Good posture
1751546098.5038555,178.2703639487981,0,Good posture
1751546098.560208,178.40483754356896,0,Good posture
1751546098.5973709,178.62641920295007,0,Good posture
1751546098.6231213,178.89585644415334,0,Good posture
1751546098.6509767,179.0087912463273,0,Good posture
1751546098.707507,179.23867450322862,0,Good posture
1751546098.7421236,179.29511800148805,0,Good posture
1751546098.7751162,179.98670809642186,0,Good posture
1751546098.827018,179.6222211380572,0,Good posture
1751546098.8747692,179.202935057869,0,Good posture
1751546098.909806,178.35835486174423,0,Good posture
1751546098.9509075,178.446948123937,0,Good posture
1751546098.9882042,178.44603879100555,0,Good posture
1751546099.0394654,178.19994065957374,0,Good posture
1751546099.067964,178.01056566876898,0,Good posture
1751546099.117626,177.72189591628035,0,Good posture
1751546099.154162,177.689467533091,0,Good posture
1751546099.2018447,177.7396065145465,0,Good posture
1751546099.2461445,177.9451515186712,0,Good posture
1751546099.2873454,178.0078088074024,0,Good posture
1751546099.33989,178.11213914054534,0,Good posture
1751546099.3692439,177.94357290096315,0,Good posture
1751546099.4023204,177.53894833712263,0,Good posture
1751546099.4429564,178.14605629460144,0,Good posture
1751546099.4859304,178.15722152094023,0,Good posture
1751546099.5401342,178.52857556668584,0,Good posture
1751546099.5867684,178.86419385516558,0,Good posture
1751546099.6221223,178.10247034925146,0,Good posture
1751546099.6480772,178.7751065165544,0,Good posture
1751546099.6906214,178.2791737651062,0,Good posture
1751546099.7458398,178.17093153533753,0,Good posture
1751546099.763843,178.41441918724936,0,Good posture
1751546099.8092706,178.6198589227915,0,Good posture
1751546099.8555343,178.00350744120482,0,Good posture
1751546099.8876836,178.08730402543142,0,Good posture
1751546099.9206562,178.05027171636442,0,Good posture
1751546099.9597158,177.9410613579112,0,Good posture
1751546100.0014472,177.91932868300174,0,Good posture
1751546100.0551069,178.09811711297155,0,Good posture
1751546100.0813088,178.1264793958046,0,Good posture
1751546100.11876,178.20237177369398,0,Good posture
1751546100.1426547,178.8537755126172,0,Good posture
1751546100.198743,178.87606377390193,0,Good posture
1751546100.2413006,178.52946502424547,0,Good posture
1751546100.26767,177.2977929035581,0,Good posture
1751546100.3094735,177.37970284470347,0,Good posture
1751546100.3527558,178.97704121155587,0,Good posture
1751546100.4027176,178.8217817719973,0,Good posture
1751546100.4432695,178.82969955972243,0,Good posture
1751546100.4700193,179.99343736930092,0,Good posture
1751546100.5176396,179.55744736529496,0,Good posture
1751546100.552178,177.7810971190952,0,Good posture
1751546100.593422,177.57606355752216,0,Good posture
1751546100.624621,178.11570917867513,0,Good posture
1751546100.6444957,177.23360333280257,0,Good posture
1751546100.6937094,177.37829087210164,0,Good posture
1751546100.745727,177.5288015712896,0,Good posture
1751546100.780726,178.1706163159548,0,Good posture
1751546100.823217,178.7949570035484,0,Good posture
1751546100.865569,179.22652693350935,0,Good posture
1751546100.9044313,178.30253461428538,0,Good posture
1751546100.943953,178.4682072031838,0,Good posture
1751546100.9717827,178.3522522859135,0,Good posture
1751546101.0142236,178.73500705773682,0,Good posture
1751546101.0693645,179.5293229730351,0,Good posture
1751546105.5772815,179.99835052190994,0,Good posture
1751546105.6193871,173.29318098622386,0,Good posture
